Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1078.47241210938;273.478230726719;10;411.3558;False;1078.472;35.3014;330.9504;-7.605037;76360.64
2;1411.05554199219;418.177624925971;10;411.3558;False;1411.056;39.75463;416.2324;-4.826682;36696.99
3;1739.64038085938;642.376307535171;10;411.3558;False;1739.64;59.61227;523.4241;13.62783;134395.3
4;2162.099609375;737.501667284965;10;359.6517;False;2162.1;51.62918;644.0328;-17.45411;137201.7
5;1736.15002441406;780.92928801775;10;359.6517;False;1736.15;49.0697;512.2693;-41.68941;11480.34
6;1820.98620605469;940.784455490112;10;359.6517;False;1820.986;51.09821;547.1951;-22.74906;24867.38
7;2202.53784179688;867.193415760994;10;353.049;False;2202.538;50.11505;648.4727;-58.23404;549895.2
8;1859.36010742188;875.642320162058;10;353.049;False;1859.36;48.06696;536.8798;25.30167;153690.5
9;2120.6943359375;864.896666264534;10;359.1434;False;2120.694;48.38464;641.1094;-17.84433;29676.6
10;1775.8818359375;1080.20737555027;10;359.1434;False;1775.882;51.20697;509.5668;20.60697;516728.5
11;2280;1155.65325545073;10;284.555;True;2280;42.5614;603.4742;107.4531;6904062
12;1898.6728515625;969.065198421478;10;359.1434;False;1898.673;48.82068;564.5789;20.80394;365357.9
13;1904.38024902344;1080.9912160337;10;321.6962;False;1904.38;49.77661;554.8875;-0.9091623;14667.54
14;2114.5400390625;1479.33955185413;10;359.1434;False;2114.54;53.79541;623.3463;-19.93218;255191.6
15;2280;1277.83387591839;10;320.0306;True;2280;52.15503;644.3856;62.62467;1942138
16;2117.19213867188;1254.43684149384;10;347.8246;False;2117.192;54.36218;647.7173;-0.3823169;332767.7
17;2160.34936523438;1258.61433582306;10;332.2789;False;2160.349;52.42004;650.7339;-68.24747;979377.1
18;2250.70947265625;945.434061057866;10;368.4258;False;2250.709;46.58484;687.9628;21.53601;342789.8
19;1985.13171386719;922.845289969444;10;317.0382;False;1985.132;49.20325;580.1078;-58.69892;19909.26
20;2280;1169.12179102898;10;381.8288;True;2280;55.06409;663.5164;51.54554;8015056
21;2205.41650390625;1318.97953653336;10;392.6509;False;2205.417;51.62671;661.1736;-0.5822587;129726.2
22;2280;1374.85708503723;10;292.3604;True;2280;43.70386;652.516;61.81626;338134.4
23;2280;1491.36463727355;10;317.0382;True;2280;47.43115;647.0901;94.56068;2745056
24;2280;1310.10806355476;10;318.5211;True;2280;46.52612;665.3264;65.58379;1.231679E+07
25;2280;1490.32797580659;10;392.6509;True;2280;48.1958;643.4562;107.7413;2618309
26;2280;1498.75366573334;10;315.951;True;2280;46.77734;603.1657;66.5865;1.019699E+07
27;2280;1519.78016113043;10;317.7552;True;2280;50.5769;659.4184;-26.02845;1.212565E+07
28;2280;1389.10694580078;10;395.3995;True;2280;47.86719;640.9797;50.45309;4646212
29;2280;1733.06887664795;10;357.6497;True;2280;48.33008;636.293;55.4455;1.045903E+07
30;2280;1520.04540405273;9;392.3207;True;2280;48.73584;654.4268;37.11378;965513.5
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1376.12548828125;206.154890778661;9;357.2691;False;1376.125;44.36249;402.8239;-38.88721;140135.4
2;1531.33178710938;343.455388011038;9;357.2691;False;1531.332;42.11337;461.3708;22.36703;358930.8
3;1299.93139648438;378.010397450626;9;361.1531;False;1299.931;40.25172;396.1603;37.881;81778.2
4;1817.76000976563;613.106045150757;9;309.524;False;1817.76;69.98383;556.7429;-20.14394;54203.62
5;2073.56616210938;1048.21202392578;10;322.5386;False;2073.566;52.04105;605.2314;21.0912;40564.47
6;2029.54125976563;1106.11901397705;10;339.2998;False;2029.541;56.79095;580.7612;-10.12055;553794
7;2206.4765625;1035.43428747654;10;345.2836;False;2206.477;48.06586;643.9601;-13.69181;146674.6
8;2162.31665039063;1227.20615692139;10;323.1132;False;2162.317;58.29346;632.2685;-32.89217;388553.3
9;2280;1424.37711524963;10;318.3535;True;2280;48.66095;682.6678;30.57924;1.027497E+07
10;2115.57495117188;1415.08026938438;10;324.0763;False;2115.575;45.92969;556.2709;7.831178;636643.9
11;2033.69909667969;1279.20363721848;10;313.1763;False;2033.699;49.47668;631.8649;-56.43655;17014.93
12;2280;1611.00459022522;10;313.1763;True;2280;42.88983;602.8562;59.40511;7320272
13;2251.79541015625;1583.34344725609;10;325.3082;False;2251.795;49.17578;634.4224;19.88066;449319.4
14;2280;1711.46660932302;10;336.3711;True;2280;44.44006;641.9383;37.21621;1.887391E+07
15;2280;1532.38915557861;10;305.4298;True;2280;45.67114;634.9041;52.41963;1.755332E+07
16;2280;1640.25402803421;10;301.9849;True;2280;42.2627;607.7742;85.23695;1.132504E+07
17;2280;1388.28570927978;10;301.9849;True;2280;43.34802;605.4816;38.22824;6741465
18;2073.3154296875;1390.87540656328;8;188.7924;False;2073.315;47.43945;558.416;10.03823;1112287
19;2280;1678.5512298584;8;186.4399;True;2280;45.17957;697.4535;65.70928;1.976099E+07
20;2280;1658.34765319824;10;301.9849;True;2280;43.30737;548.2071;67.22532;2.258992E+07
21;2280;1515.58731784821;10;301.9849;True;2280;40.495;568.8857;89.73728;149768.8
22;2280;1561.59811248779;10;306.8335;True;2280;47.46448;641.1274;31.13188;4391526
23;2280;1817.25712890625;10;289.678;True;2280;45.91504;683.8185;57.90731;2.593121E+07
24;2280;1839.29887695313;10;306.8335;True;2280;42.42786;679.7408;71.68135;1.161575E+07
25;2280;1713.2758197546;10;302.0716;True;2280;45.34619;618.8528;57.29217;1.241355E+07
26;2280;1730.54605712891;10;279.739;True;2280;42.49121;594.5751;67.64938;1928788
27;2280;1865.58951416016;10;261.7532;True;2280;49.81836;633.371;34.1329;1.150126E+07
28;2280;1910.70737304688;10;266.7068;True;2280;41.35889;559.4464;78.53513;1.430701E+07
29;2280;1656.58842010498;10;272.2526;True;2280;52.50952;666.8358;5.695885;1.450094E+07
30;2280;1863.56041458249;10;296.8077;True;2280;38.92676;594.2932;130.0439;4044585
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
