Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
12;2280;1268.82567503452;8;335.3886;True;2280;50.01538;660.4192;14.11332;1791775
13;2204.97192382813;1331.15714008808;9;352.428;False;2204.972;50.67108;612.1521;28.15755;352954.6
14;2280;1358.96783046722;9;415.1317;True;2280;46.61438;665.4662;63.69634;4295696
15;2280;1405.27787598372;8;341.7964;True;2280;46.6062;660.0612;30.47466;1175573
16;2280;1537.83905279934;9;421.6743;True;2280;43.03284;653.4106;96.77382;4132371
17;2280;1596.15345599055;8;341.7964;True;2280;40.53223;642.0064;90.96117;1.285704E+07
18;2280;1800.26260681152;9;421.6743;True;2280;46.4032;672.3958;63.35801;8778670
19;2280;1319.29853408337;9;421.6743;True;2280;48.85632;672.0457;-1.808186;1266681
20;2280;1617.6460911274;9;410.0158;True;2280;45.51416;678.4843;82.57566;1092333
21;2280;1558.30923013091;9;410.0158;True;2280;51.68237;669.4323;48.64235;6087989
22;2280;1736.15524291992;8;304.2408;True;2280;50.21021;612.8636;48.301;2.53131E+07
23;2280;1670.56363334656;9;373.9949;True;2280;43.41638;596.348;98.19279;4498410
24;2280;1808.63935546875;9;434.2372;True;2280;44.04102;639.09;88.87988;1.654252E+07
25;2280;1651.34397888184;9;373.9949;True;2280;43.77698;644.4582;80.86132;1.437221E+07
26;2280;1717.62400162816;9;373.9949;True;2280;42.91174;660.7041;103.1427;210098.1
27;2280;1683.60007324219;9;404.6891;True;2280;47.96973;592.0751;60.28138;732057.9
28;2280;1505.5804084897;9;323.1203;True;2280;43.77539;653.3992;66.34099;1.362084E+07
29;2280;1674.99255981445;9;392.0004;True;2280;46.47705;554.8525;57.15764;9014408
30;2252.57666015625;1284.54053860903;8;320.9427;False;2252.577;51.1958;661.8259;-59.37213;1061480
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;2162.79248046875;516.511749374866;10;286.6197;False;2162.792;54.20806;652.4999;8.84003;968777.9
2;2280;994.732992208004;10;422.0718;True;2280;43.28216;658.1454;90.48641;1.216987E+07
3;2280;1233.55768477917;10;422.0718;True;2280;42.66817;667.6222;95.28732;324288.7
4;2280;1566.54752807021;10;422.0718;True;2280;44.90443;623.8833;78.27943;1.000722E+07
5;2280;1440.39167718887;10;422.0718;True;2280;49.55157;675.9657;-12.35175;1605771
6;2280;1540.21164245605;10;417.2892;True;2280;44.46335;631.5018;77.81956;4673680
7;2280;1650.82291526794;10;422.0718;True;2280;50.20013;658.5724;47.59865;3973176
8;2280;1297.67270057201;10;311.9114;True;2280;41.71021;637.5807;90.70624;1.85585E+07
9;2280;1380.26734754741;10;417.2892;True;2280;43.22272;652.2911;103.7631;1.211616E+07
10;2280;1450.51268165112;10;417.8857;True;2280;41.06458;625.5615;109.202;2305438
11;2280;1594.76949310303;9;412.0317;True;2280;43.27917;661.0613;76.39235;5169019
12;2280;1566.3156311512;10;350.6478;True;2280;42.09015;673.6567;77.85884;9694992
13;2280;1518.78861036301;10;350.6478;True;2280;43.52484;650.568;100.1804;1.453605E+07
14;2280;1641.35597884357;10;350.6478;True;2280;40.65222;641.5142;75.10418;9601651
15;2280;1762.9876211524;10;350.6478;True;2280;40.75854;656.4081;74.01306;4255579
16;2280;1864.52827758789;9;434.9457;True;2280;41.79761;621.8328;81.98277;8919323
17;2280;1601.73146143258;10;330.6768;True;2280;52.87354;636.4202;-2.206567;1.09796E+07
18;2280;1773.77717008591;10;336.0911;True;2280;40.29675;589.2468;90.85955;362865.6
19;2280;2001.31440734863;10;338.5031;True;2280;43.74426;666.5569;70.4156;1.087206E+07
20;2280;1806.2691619873;10;350.6478;True;2280;40.88464;558.9423;88.82667;2.433047E+07
21;2280;1738.37681125402;10;343.8669;True;2280;41.10132;650.557;107.7415;1399094
22;2280;1747.3744731307;10;343.8669;True;2280;39.97058;645.0061;102.9681;2173412
23;2280;1937.35200805664;10;343.8669;True;2280;42.83643;613.0051;76.44409;5945182
24;2280;1903.94600064754;9;341.2518;True;2280;45.65649;630.968;31.49105;3216672
25;2280;1947.3315246582;9;341.2518;True;2280;57.33557;646.1398;16.9901;1.143865E+07
26;2280;1897.59966850281;9;341.2518;True;2280;50.61096;657.395;50.21687;8129781
27;2280;1802.54865121841;9;341.2518;True;2280;43.10449;610.1182;85.34716;9697351
28;2280;1864.88818969727;10;327.2929;True;2280;43.63843;643.5701;86.68595;2.561905E+07
29;2280;1561.82241002917;10;352.5114;True;2280;45.1897;679.7045;67.43517;3.3355E+07
30;2280;1510.74955947399;10;352.5114;True;2280;46.26245;634.6395;49.49223;1.772897E+07
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1432.79455566406;284.136800721288;10;328.93;False;1432.795;39.61992;437.8671;-33.83611;30920.98
2;2031.92224121094;574.805626356602;10;304.5128;False;2031.922;53.68931;598.6567;-27.39594;271754.1
3;2280;922.733192491531;10;356.884;True;2280;40.82414;569.8573;94.59;2.446036E+07
4;2280;1105.74633889198;10;304.5128;True;2280;40.87302;633.6025;89.3506;1.19969E+07
5;2280;1192.22327778339;10;304.5128;True;2280;41.58087;636.0272;76.42944;4244609
6;2280;1098.61698895693;10;358.2237;True;2280;40.9176;569.0757;89.67646;1534267
7;2280;1329.79980113506;10;304.5128;True;2280;47.21332;607.1555;14.37078;2317041
8;2121.2646484375;1434.31204528809;10;313.938;False;2121.265;52.79327;622.2873;17.37636;313177
9;2280;1406.25988311768;10;271.027;True;2280;45.0376;724.6293;35.79337;8034663
10;2280;1403.58282967806;10;308.3331;True;2280;39.97455;646.9734;83.30209;1.433761E+07
11;2280;1164.66328772306;10;308.3331;True;2280;43.23071;682.0203;68.71009;2064438
12;2280;1369.75489192009;10;304.5128;True;2280;49.87628;734.5659;16.81742;2260002
13;2280;1263.09899412394;10;315.813;True;2280;50.03296;667.6027;29.87711;5773556
14;2280;1574.85110645294;10;315.813;True;2280;40.54797;712.9485;78.74182;4254506
15;2280;2014.72180786133;10;301.9244;True;2280;44.37463;719.9285;61.62132;1.007058E+07
16;2280;1608.27188129425;10;317.9556;True;2280;42.7301;728.0131;69.96465;1.46792E+07
17;2280;1364.75703907013;10;313.938;True;2280;43.94678;592.4001;34.06904;2.277481E+07
18;2280;1155.13848362565;9;308.9556;True;2280;46.66724;602.2744;69.03288;1.563318E+07
19;2280;1517.5126499176;10;313.8837;True;2280;48.44141;630.118;54.42202;3199628
20;2280;1757.17031803131;10;278.9248;True;2280;46.66809;662.4927;54.01143;1.650023E+07
21;2280;1809.34045023918;10;278.9248;True;2280;40.26819;649.4168;95.34098;6422254
22;2280;1970.63118286133;10;278.9248;True;2280;45.3468;628.179;65.7796;1.061116E+07
23;2280;1860.87222261429;10;278.9248;True;2280;51.58142;594.1623;49.30171;2.060005E+07
24;2280;2043.65178222656;10;278.9248;True;2280;43.04248;609.2446;71.43574;1.866712E+07
25;2280;1585.54729299545;10;301.3567;True;2280;52.04224;640.6185;63.54063;2.761742E+07
26;2280;1731.43175582886;10;284.4761;True;2280;41.91821;626.4699;86.41805;1.832743E+07
27;2280;1672.00444352627;10;284.4761;True;2280;48.27051;682.3954;54.86646;1.556812E+07
28;2280;1582.97045059204;10;314.6024;True;2280;42.83276;579.1931;80.36325;7283138
29;2280;1937.53375368118;10;314.6024;True;2280;46.71948;561.8708;51.92453;1.615352E+07
30;2280;1786.91724853516;9;315.932;True;2280;42.06567;607.7592;76.86817;9698993
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1570.82202148438;468.406100845337;10;366.0667;False;1570.822;47.8064;473.453;-26.1057;63733.2
2;1572.2470703125;453.927579885721;8;375.5742;False;1572.247;42.20142;477.433;19.33179;270578.1
3;1532.67028808594;505.524266597629;10;366.0667;False;1532.67;41.08658;470.4845;24.48155;151663.4
4;1740.30517578125;771.681383872032;10;366.0667;False;1740.305;45.41367;523.5826;-45.87213;9633.197
5;1780.75561523438;781.109385490417;10;423.4665;False;1780.756;44.63403;511.9897;-8.674691;724834.8
6;2161.390625;940.323031747341;8;334.2153;False;2161.391;54.66208;624.9712;-48.36128;5698.573
7;1897.23901367188;1043.01997357011;8;306.6847;False;1897.239;48.9762;543.37;-36.47688;191963.9
8;1813.09411621094;812.137969344854;8;335.6991;False;1813.094;52.66675;530.937;-24.46765;178293.3
9;1654.92700195313;896.54146258831;8;299.3758;False;1654.927;47.4527;478.1844;-44.34303;9206.633
10;1863.21362304688;1276.81589202881;10;305.9727;False;1863.214;48.30957;547.9102;-29.82006;21284.56
11;1867.83044433594;1309.81703796387;10;305.9727;False;1867.83;48.88721;510.3679;-22.72428;1052376
12;2074.1318359375;1072.08051623106;10;341.4795;False;2074.132;50.97162;573.716;-34.25736;283597.4
13;1940.61730957031;1028.28668156862;10;347.4287;False;1940.617;49.05701;550.5869;-16.81667;588011.6
14;1897.98229980469;1134.40216776133;9;309.2164;False;1897.982;49.32422;513.9439;-61.05655;151471.6
15;1690.59118652344;1041.24083251953;10;403.2861;False;1690.591;43.53027;526.8209;-7.287187;176530.3
16;1901.02661132813;1318.73946838379;10;370.5246;False;1901.027;45.30298;581.718;-26.75357;18372.45
17;2280;1427.75110287666;8;328.5904;True;2280;50.0177;676.2141;47.02149;436435.7
18;1990.98107910156;1131.17157349586;9;321.2368;False;1990.981;52.72034;554.8552;-7.658828;48330.95
19;2247.76513671875;1273.05407315493;8;334.6648;False;2247.765;51.84546;601.8035;-36.40572;236744.1
20;1942.23840332031;1290.89351406097;8;334.6648;False;1942.238;49.64014;623.1983;-28.17725;8134.863
21;2253.2255859375;1311.1042108655;8;349.8876;False;2253.226;50.76831;700.1556;-59.00191;10188.96
22;1989.7890625;1426.47003479004;9;337.5113;False;1989.789;46.13232;632.6813;25.2616;789869.2
23;2280;1524.83545980453;9;263.1972;True;2280;43.39661;734.118;43.22758;5048482
24;2280;1306.1678455472;8;328.735;True;2280;48.44836;692.6464;40.18728;3471861
25;2280;1515.77502441406;9;317.8854;True;2280;46.02173;695.067;55.31579;1309888
26;2254.79736328125;1534.44735412598;9;317.8854;False;2254.797;46.44873;717.2103;38.13805;59811.97
27;2033.36389160156;1557.1192199707;8;328.735;False;2033.364;51.95703;653.7798;-40.79535;10330.34
28;2280;1643.11349182129;8;328.735;True;2280;48.55176;738.5801;12.05545;9587310
29;2118.9228515625;1561.77739562988;9;324.0038;False;2118.923;54.77002;686.7139;-43.99741;17335.12
30;2032.93591308594;1538.63178787231;8;328.735;False;2032.936;48.23511;668.8705;7.62737;460446.9
#
