Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;2280;528.505384653807;9;278.9571;True;2280;45.17656;680.5478;79.20114;4573852
2;2115.34692382813;925.854218448698;9;279.5075;False;2115.347;53.33504;583.0364;26.44124;922640.1
3;2073.115234375;865.333942502737;10;320.9357;False;2073.115;41.52254;634.3441;30.00938;296602.8
4;1816.29443359375;863.982316148281;10;339.9486;False;1816.294;40.34387;509.8813;30.06559;217565.1
5;1571.16772460938;484.486375159025;10;339.9486;False;1571.168;38.81946;473.6689;2.428475;421188.5
6;2280;857.18299960494;9;327.4615;True;2280;42.11136;689.7502;86.28952;1.941083E+07
7;2280;1061.57777184248;9;327.4615;True;2280;42.90436;601.2352;73.08258;173536.7
8;2280;1164.26072163582;9;361.8754;True;2280;43.51532;664.8839;62.14741;6127719
9;2280;1463.854999125;10;316.6041;True;2280;43.9361;709.5852;81.85333;1.205075E+07
10;2280;1326.56622085571;10;306.4845;True;2280;50.67407;693.6045;66.38457;2.948672E+07
11;2280;1700.56197357178;10;306.1924;True;2280;39.45099;715.8001;90.29009;1.017873E+07
12;2280;1414.81806735992;10;328.67;True;2280;49.03821;744.8986;18.98108;1.131624E+07
13;2280;1639.24929504395;10;352.4302;True;2280;41.33606;622.91;73.3457;2.353439E+07
14;2280;1187.19014562368;10;328.4334;True;2280;40.69128;646.2469;85.39048;1.293223E+07
15;2280;1223.62482791543;10;330.9682;True;2280;49.44458;669.5993;93.48182;2.027731E+07
16;2280;1476.72478928566;10;330.9682;True;2280;41.90649;608.4678;101.511;1.66087E+07
17;2280;1153.60563538373;10;321.6975;True;2280;41.26575;613.0252;130.7032;3.410083E+07
18;2280;1220.94830474854;9;328.6275;True;2280;43.72046;641.4722;108.0126;6803739
19;2280;1443.44622011185;10;336.3358;True;2280;42.95178;601.6273;76.31445;1.604797E+07
20;2280;1435.19737377167;9;331.2148;True;2280;40.74683;621.6766;136.1747;2.874066E+07
21;2280;1519.18250017166;10;318.9798;True;2280;43.71472;653.2905;73.53242;2.201058E+07
22;2280;1510.95123927593;10;260.7022;True;2280;60.47034;662.7385;36.52357;2.062203E+07
23;2280;1536.97793426514;9;200.4645;True;2280;46.99475;655.26;62.25125;2985265
24;2280;1330.62306120396;10;296.3716;True;2280;46.84302;657.0398;102.6612;2.624476E+07
25;2280;1581.84063415527;9;303.664;True;2280;42.12891;671.8279;90.13803;1.188027E+07
26;2280;1569.83358001709;10;311.6535;True;2280;43.25903;652.3378;70.78383;1.292635E+07
27;2280;1222.21104266047;10;293.4099;True;2280;45.11914;685.0338;122.5289;3.226987E+07
