Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
2;2280;714.690925210714;9;343.6942;True;2280;53.2047;667.5175;33.02763;1.060332E+07
3;2280;1148.57928301692;9;343.6942;True;2280;51.21634;646.1231;71.8679;2244614
4;2280;1541.60217895508;8;351.8126;True;2280;41.31635;681.8848;90.09172;115410.3
5;2280;1446.30665743351;8;336.2189;True;2280;41.48959;629.0684;118.9988;1.95009E+07
6;2280;1531.4890889883;8;336.2189;True;2280;41.45807;628.3181;121.449;1.252897E+07
7;2280;1681.3211499691;8;336.9378;True;2280;41.38568;679.9394;141.3365;1.596316E+07
8;2280;1522.71779597402;8;336.9378;True;2280;42.69702;684.5759;85.45031;1.432512E+07
9;2280;1631.71470346451;8;332.6987;True;2280;40.65918;642.0756;110.774;1324406
10;2280;1687.86753959656;8;332.6987;True;2280;45.12616;615.3038;86.6874;2873926
11;2280;1572.54023711085;9;337.6204;True;2280;53.03082;625.6638;35.37657;4749029
12;2280;1592.55429666042;9;347.6131;True;2280;51.27173;694.3322;38.15261;1.726634E+07
13;2280;1963.86432209015;8;324.417;True;2280;40.41785;578.8613;98.94798;1.555516E+07
14;2280;1338.22291010469;8;316.4645;True;2280;46.26428;655.9366;78.58354;9374582
15;2280;1598.60928890705;10;304.2701;True;2280;45.8949;665.6652;76.57928;1.917766E+07
16;2280;1701.69393939972;10;304.2701;True;2280;48.39111;684.2834;68.16224;1227763
17;2280;1424.5892460227;10;277.2519;True;2280;44;586.0081;75.64487;2.280341E+07
18;2280;1615.29671058655;10;277.2519;True;2280;45.96558;613.7015;47.50436;2.112631E+07
19;2280;1708.25116891861;10;277.2519;True;2280;41.46924;697.4127;71.91621;1.944596E+07
20;2280;1369.20476589203;9;307.1784;True;2280;48.62219;637.6279;43.86968;5310853
21;2280;1431.57914936543;10;333.2777;True;2280;44.35815;644.4255;68.31492;3866712
22;2280;1512.84963817596;10;333.2777;True;2280;43.84814;593.0583;54.15612;3767534
23;2280;1324.87965093851;10;333.2777;True;2280;41.58508;615.0023;103.4538;1.125336E+07
24;2280;1768.75457458496;10;330.2646;True;2280;42.13989;609.325;80.92953;2.352874E+07
25;2280;1493.31455762386;10;277.069;True;2280;42.47083;618.0403;74.86249;2.021535E+07
26;2280;1442.2720302999;10;300.7756;True;2280;40.06519;650.0923;83.50622;3.205077E+07
27;2280;1284.3049955368;10;304.7593;True;2280;45.49097;585.5746;60.22169;1.954554E+07
28;2280;1671.79862174988;10;287.3805;True;2280;41.57104;626.3601;81.3725;2.100054E+07
29;2280;1604.32221728638;10;287.3805;True;2280;41.04663;566.6548;87.70361;4958113
30;2280;1715.15991253853;10;271.7506;True;2280;45.85767;684.6071;60.58068;8546730
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1900.55163574219;525.025243362784;10;349.9042;False;1900.552;47.12606;582.8147;137.1439;1221619
2;1776.43286132813;733.233596131206;10;349.9042;False;1776.433;39.34147;534.2309;-15.66474;463526.1
3;2208.32568359375;1257.66520471573;10;294.4165;False;2208.326;46.99458;665.9154;-39.11935;9186.123
