Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
6;10812,62890625;5746,31763868332;10;336,4451;False;2162,526;50,56201;637,1119;-45,61127;11176,3
7;17008,349609375;6991,35404243469;10;336,4451;True;2280;42,87305;671,5101;73,569;1,199304E+07
8;9944,8603515625;6626,73481445313;10;335,0762;False;1988,972;47,31342;586,1663;5,843607;759540,4
9;24971,5625;10288,3562255859;10;335,0762;True;2280;46,62628;612,8764;61,56252;5357031
10;31012,15625;10883,2247192383;10;335,0762;True;2280;42,60217;615,5682;113,1698;323202,8
11;29389,61328125;12344,5545654297;10;335,0762;True;2280;52,12524;642,5122;16,82636;1675323
12;30723,4375;11065,3207901001;10;336,762;True;2280;41,62915;681,3995;68,19209;563802,2
13;22832,240234375;10851,8239074707;10;337,8246;True;2280;43,69635;600,9716;66,72656;7139800
14;27037,9375;11889,9864013672;10;337,3763;True;2280;46,42371;642,5912;14,72362;3635051
15;29961,7890625;13223,5291503906;10;329,3512;True;2280;46,81128;627,5158;56,61386;1198508
16;26185,54296875;9954,80855712891;10;340,3228;True;2280;40,6582;566,4489;84,17045;4345381
17;28708,896484375;11491,1964996338;10;309,852;True;2280;42,69141;596,5447;107,9307;2242586
18;29828,91015625;14843,3528808594;10;332,3713;True;2280;53,41162;654,023;1,743353;1309241
19;30983,0703125;11511,2300120354;10;349,2737;True;2280;43,14832;655,2913;81,45015;347442,1
20;30207,046875;9505,745175457;10;349,4289;True;2280;44,1908;650,7352;102,9247;994127,4
21;27458,9765625;11651,4311062813;9;329,6767;True;2280;42,09558;612,1539;94,30529;3284186
22;29234,5390625;12454,4012093961;10;349,4289;True;2280;41,61169;619,1411;99,82748;1804551
23;28124,341796875;12638,7790039062;10;336,7109;True;2280;46,7345;631,7281;89,29988;2729715
24;24352,138671875;9689,28757324219;10;344,2054;True;2280;40,82983;638,7075;123,8721;5873218
25;30535,029296875;13525,5312988281;9;336,9293;True;2280;50,72302;665,8655;53,69657;720808,4
26;30357,259765625;11847,1553100586;10;344,2054;True;2280;42,90881;598,5367;121,0108;868949,8
27;29940,0390625;13529,7727233887;10;302,8384;True;2280;40,2915;647,4756;133,5424;1216634
28;26747,97265625;8916,92846221924;10;344,2054;True;2280;43,60913;651,9337;84,29089;3876690
29;26505,66796875;11164,5304634094;10;333,8394;True;2280;49,25146;641,3764;49,45641;4078610
30;29360,15625;14368,7955078125;10;304,2368;True;2280;43,86182;643,5035;110,5669;1699869
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;8066,94287109375;2180,74511490464;10;440,8995;False;1613,389;42,08178;500,7047;-19,03572;174591,3
2;9721,875;4521,30661284924;10;407,9869;False;1944,375;49,89725;600,476;-39,86843;50781,05
3;10364,712890625;7062,04740548134;10;365,7959;False;2072,943;54,00909;634,9077;-9,805927;629162,2
4;11014,3310546875;6790,55660400391;10;350,5771;False;2202,866;50,68454;636,2227;-85,95706;186446,8
5;13466,8203125;7212,95407714844;10;367,4948;True;2280;38,60449;669,8246;143,6432;1,494432E+07
6;30960,17578125;8966,88029441834;10;367,4948;True;2280;44,29388;721,7357;68,85968;366520
7;30839,287109375;11280,8960395813;10;365,7959;True;2280;47,47607;666,5931;29,95589;467261,5
8;27175,5859375;8855,28959960938;10;365,7959;True;2280;46,07422;618,8979;43,29364;3520345
9;30824,81640625;12221,7983146667;10;365,7959;True;2280;43,81958;701,6754;57,51876;479319,8
10;28272,16796875;10499,5572998047;10;365,7959;True;2280;50,43628;653,0604;51,79502;2606526
11;22829,83203125;9824,74621582031;10;365,7959;True;2280;48,50891;622,5146;53,9564;7141807
12;27472,236328125;8720,11895751953;10;365,7959;True;2280;50,07678;667,2848;27,29222;3273136
13;21780,841796875;8975,80549163818;10;365,7959;True;2280;45,04608;674,6668;117,3889;8015964
14;20906,822265625;9136,11762695312;10;390,0771;True;2280;45,935;666,0571;99,4703;8744315
15;27558,712890625;12243,1676040649;10;345,3176;True;2280;49,35645;675,9023;103,4785;3201073
16;23095,388671875;9608,45747070312;10;351,2713;True;2280;47,30066;702,5146;92,61444;6920510
17;27183,970703125;11685,0020202637;10;345,3176;True;2280;41,13147;690,317;158,8746;3513358
18;26548,990234375;11099,8936096191;9;343,0265;True;2280;47,46753;661,3152;91,25262;4042508
19;30239,408203125;10708,2715705872;10;352,7224;True;2280;43,22839;655,1087;127,6198;967159,4
20;11259,326171875;8635,91146240234;10;312,2682;False;2251,865;51,52222;683,3352;-15,52631;376946,8
21;30313,068359375;12389,72265625;10;351,1868;True;2280;42,44995;669,0476;99,37649;905776,4
22;27105,107421875;12120,2900634766;10;351,1868;True;2280;41,37061;616,2215;109,108;3579078
23;31024,107421875;10638,9678710937;10;351,1868;True;2280;39,56079;657,2268;153,8162;313243,1
24;28322,87109375;11729,3714935303;10;377,0036;True;2280;41,86304;619,4373;115,6778;2564274
25;27548,48828125;10598,612097168;10;391,0587;True;2280;46,08398;667,411;84,21386;3209594
26;30883,181640625;11152,2177978516;10;359,5059;True;2280;41,11255;643,1494;101,6457;430681,3
27;29166,5;12786,649836731;10;359,5059;True;2280;45,78101;677,5783;86,46475;1861249
28;25898,794921875;11185,0154846191;10;359,5059;True;2280;44,74243;639,8369;95,47179;4584338
29;30771,541015625;12825,9990661621;10;354,2427;True;2280;44,94971;655,3913;87,65913;523716,5
30;29235,853515625;10191,8811260223;10;359,5059;True;2280;43,64331;585,6484;72,22012;1803456
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;9122,46875;2852,2644674778;10;367,5603;False;1824,494;40,84649;573,3306;-19,35979;22112,78
2;9119,4345703125;5373,83602981567;9;307,0298;False;1823,887;47,0284;533,1442;-65,16846;6748,992
3;8467,3291015625;4603,82385833859;9;370,8702;False;1693,466;47,39279;505,0178;17,08749;129860,4
4;11028,9892578125;6000,15106589794;9;372,5621;False;2205,798;59,38727;676,2856;-34,23862;141039,6
5;8676,9248046875;5123,75754394531;10;338,5652;False;1735,385;40,59598;531,2712;2,133708;295214,8
6;22458,6015625;6892,50354003906;10;335,8066;True;2280;45,85226;674,0012;104,646;7451166
7;11029,3466796875;7444,18011474609;9;370,3795;False;2205,869;59,9021;667,4081;-61,25328;59697,84
8;14511,3779296875;6775,18094482422;10;377,522;True;2280;44,48114;639,6653;108,9497;1,407385E+07
9;18872,671875;6147,82492535114;10;379,3871;True;2280;43,37073;664,2348;76,21652;1,043944E+07
10;30171,955078125;7864,11479540467;10;379,3871;True;2280;43,46558;662,3375;69,99076;1023371
11;14447,5126953125;7201,05710325241;10;342,7862;True;2280;44,43671;630,3849;105,0025;1,412707E+07
12;30049,16796875;10355,3286376953;10;379,3871;True;2280;42,79462;667,195;115,0524;1125693
13;24549,564453125;8546,58296089172;10;379,3871;True;2280;43,69775;640,3779;128,457;5708697
14;21965,228515625;8563,2181427002;10;379,3871;True;2280;47,66101;668,5741;69,1093;7862309
15;16897,134765625;8216,74203033447;10;346,2976;True;2280;42,89661;672,7181;118,518;1,208572E+07
16;24630,677734375;8829,11234741211;10;346,2976;True;2280;41,54114;614,1649;125,0135;5641102
17;25123,68359375;9069,24348573685;10;384,8156;True;2280;41,5387;622,7922;136,4566;5230264
18;23444,51171875;8516,16202068329;10;311,6154;True;2280;45,604;686,7272;55,93369;6629573
19;23923,271484375;10566,1328857422;10;349,6044;True;2280;40,49512;630,813;160,7442;6230608
20;27762,626953125;10448,5474744797;10;384,3973;True;2280;44,3822;649,6494;54,55214;3031144
21;27663,310546875;10565,9600830078;10;380,5438;True;2280;48,5238;641,7739;52,55402;3113908
22;27569,203125;10182,1000976563;10;291,9164;True;2280;40,30591;651,0463;105,793;3192331
23;29721,5546875;10373,4174072266;10;380,5438;True;2280;41,25305;623,5001;114,7996;1398704
24;28978,607421875;12602,0430664062;10;380,5438;True;2280;43,12207;666,721;78,98603;2017826
25;20044,201171875;9939,07453460693;10;384,3973;True;2280;40,61096;638,5589;122,6134;9463165
26;29360,154296875;9663,83850212097;10;367,0486;True;2280;51,26587;703,8391;-31,49052;1699872
27;28878,40234375;10815,5239946902;10;385,7726;True;2280;41,87036;676,5587;125,8412;2101331
28;30667,07421875;12600,5433303833;10;374,619;True;2280;38,3252;614,5117;125,215;610772,2
29;30610,29296875;11092,8689193726;10;329,456;True;2280;51,74365;682,5624;-18,74141;658088,9
30;30965,095703125;10775,8166809082;10;329,456;True;2280;41,52295;619,8627;126,7598;362419,6
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;10803,0849609375;2121,99836652279;8;294,7303;False;2160,617;47,51826;667,0217;36,21472;140191,5
2;15951,3623046875;6224,69255609512;10;384,9454;True;2280;46,70359;655,3728;89,26614;1,287386E+07
3;26720,939453125;7816,64727058411;10;382,0832;True;2280;48,17099;648,8813;47,89951;3899217
4;30250,361328125;8402,17807512283;10;389,7227;True;2280;41,43384;604,6173;113,9017;958032,8
5;26938,44921875;8319,76871337891;10;381,175;True;2280;42,72186;601,5984;81,79941;3717959
6;30402,26171875;11389,3630615234;10;389,7227;True;2280;40,0863;590,9512;107,1768;831448,3
7;27368,67578125;9394,95377655029;10;381,175;True;2280;44,7576;673,1615;56,23246;3359436
8;29286,23046875;9217,54693670273;10;363,2335;True;2280;43,93756;639,9602;87,58997;1761474
9;26238,90234375;7856,580078125;10;389,7227;True;2280;41,1817;643,9893;83,24725;4300915
10;31036,986328125;8565,98723731041;10;363,2335;True;2280;45,37085;622,643;81,59744;302511,1
11;27753,42578125;10899,2288757324;10;389,7227;True;2280;42,13733;632,404;62,22757;3038812
12;25151,224609375;10213,5799438477;10;363,2335;True;2280;50,03729;647,6287;61,22166;5207312
13;18728,83984375;7701,88735046387;10;376,3949;True;2280;43,19666;660,3442;76,21056;1,05593E+07
14;29802,62109375;11707,3941162109;10;363,2335;True;2280;49,40076;661,7438;65,85312;1331148
15;10593,404296875;8188,369140625;10;376,3949;False;2118,681;51,41553;627,2673;-3,108454;276310,8
16;11039,1318359375;7272,97802987099;10;376,3949;False;2207,826;54,22375;674,6199;-31,39349;25316,57
17;25952,78125;8724,37723331451;10;376,3949;True;2280;49,99036;619,8403;26,74141;4539349
18;13194,1630859375;7429,80036087036;9;345,0346;True;2280;44,98889;618,3226;99,7128;1,517153E+07
19;28319,056640625;8728,09349975586;10;376,3949;True;2280;49,97961;621,857;43,75965;2567453
20;24261,3046875;6480,81798095703;9;345,0346;True;2280;51,48145;652,4083;20,89057;5948913
21;21598,712890625;8546,94645996094;9;345,0346;True;2280;44,6239;641,9616;47,57915;8167739
22;27352,45703125;9132,2230881691;9;345,0346;True;2280;45,23108;687,7355;90,56369;3372953
23;29012,931640625;10555,0086547852;9;328,9093;True;2280;47,60791;639,7247;60,45589;1989224
24;29209,7890625;8477,26236801147;9;361,1979;True;2280;41,62866;635,2083;103,1928;1825175
25;29496,873046875;10201,0723354101;9;328,9093;True;2280;49,73901;674,7617;39,4416;1585939
26;18027,4453125;6879,30107765198;10;333,1374;True;2280;45,06421;633,5219;84,35239;1,11438E+07
27;26747,66796875;9852,17714080811;9;330,2092;True;2280;54,67969;681,5525;2,868665;3876943
28;24659,0703125;8329,57224121094;10;333,1374;True;2280;43,27808;597,1221;97,2334;5617441
29;13454,3828125;7680,43615570068;9;343,9972;True;2280;41,96509;624,1671;88,67442;1,495468E+07
30;31117,173828125;9315,67573318481;9;344,9687;True;2280;44,06396;649,98;46,70267;235689,1
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;6130,181640625;1861,70456344485;8;291,0871;False;1226,036;35,27944;375,6608;99,80156;107471,6
2;5756,50146484375;2281,87942433357;9;317,3546;False;1151,3;46,22237;358,1672;-45,1213;25141,23
3;9208,25;4275,94207775593;9;317,3576;False;1841,65;55,35599;565,8535;-63,96056;4987,772
4;8565,927734375;3941,84945113659;9;317,3546;False;1713,186;56,98999;517,6443;-57,42244;5701,098
5;8472,603515625;4184,60562546253;9;343,5978;False;1694,521;49,27899;505,1583;-41,84632;40167,64
6;7273,119140625;4020,08968162537;10;338,2377;False;1454,624;40,18994;443,7705;10,28393;130238,8
7;7582,82470703125;4826,13773165345;10;366,4693;False;1516,565;48,22729;454,6965;-54,47732;20648,51
8;9348,01953125;5902,27241210938;10;366,4693;False;1869,604;48,91583;535,4316;-77,23461;13798,35
9;10357,4794921875;6207,08879728913;9;334,8902;False;2071,496;52,13135;630,8527;-60,24552;81240,32
10;9960,3671875;6567,93059945107;9;334,8902;False;1992,073;45,69879;598,4948;-87,16898;21828,5
11;8889,705078125;5859,33873291016;9;361,612;False;1777,941;45,45844;527,6851;-27,10963;30328,95
12;29633,013671875;8059,21242675781;9;352,7276;True;2280;42,49347;632,5713;81,3926;1472489
13;24010;7499,45203766823;9;357,5315;True;2280;42,28851;679,7493;78,78516;6158333
14;27456,421875;8879,38014373779;8;341,5763;True;2280;47,3186;642,6482;56,32589;3286315
15;23917,609375;7092,48075198531;8;341,5763;True;2280;42,51465;663,53;101,058;6235326
16;11013,1435546875;7665,81365346909;9;355,2125;False;2202,629;44,42932;649,8919;-68,48256;18346,65
17;29091,736328125;9390,20909423828;9;348,2574;True;2280;54,89673;666,1624;29,26551;1923552
18;20180;7466,59019775391;10;336,2471;True;2280;45,90015;696,2104;59,9119;9350000
19;31050,267578125;9943,6216612339;10;336,2471;True;2280;47,45618;667,4232;46,47057;291443,6
20;23806,41796875;7916,19743652344;9;366,8335;True;2280;42,22107;613,8688;81,97864;6327985
21;28726,630859375;11936,7989990234;9;353,3039;True;2280;48,4801;664,8306;-14,07342;2227808
22;31213,962890625;12524,9010009766;9;348,5005;True;2280;43,7876;648,1826;96,47361;155031,7
23;25907,634765625;8912,58120789528;9;376,7241;True;2280;43,74463;667,9642;53,27588;4576971
24;26977,677734375;7507,70586824417;9;376,7241;True;2280;51,20459;671,3764;7,789172;3685269
25;23917,052734375;9207,47169189453;8;340,6089;True;2280;51,3916;669,5656;-64,55418;6235790
26;30632,01953125;8575,60555579662;9;408,6848;True;2280;46,06738;672,4087;107,0417;639983,2
27;30295,68359375;14522,4998576462;9;408,6848;True;2280;41,41125;620,7158;111,6836;920263,9
28;29376,009765625;12142,2699951172;9;408,6848;True;2280;44,53247;631,9116;63,82947;1686658
29;31073,4296875;14015,2079588056;8;373,4417;True;2280;45,52539;694,8236;-9,235559;272141,1
30;29752,4375;12843,9134625435;9;403,4457;True;2280;42,58691;671,3183;57,36141;1372969
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;8081,83056640625;2276,9495465517;9;336,2892;False;1616,366;39,55024;497,0017;-51,28792;70442,03
2;22629,279296875;6655,1722038269;9;336,2892;True;2280;46,04662;633,8028;104,6026;7308933
3;9949,65625;5856,32955932617;9;280,0998;False;1989,931;48,05043;568,5193;5,693839;720647,6
4;25077,26171875;7901,33629150391;9;265,9305;True;2280;51,20583;644,3365;2,944623;5268949
5;11247,3720703125;8448,70832519531;9;251,4048;False;2249,474;46,60938;650,5862;-43,75346;520917,2
6;13415,021484375;8332,19652099609;9;284,3559;True;2280;44,50024;630,0174;69,6696;1,498748E+07
7;27574,60546875;9861,51853027344;9;284,3559;True;2280;49,04581;630,0013;-4,293596;3187829
8;30493,939453125;9919,04631347656;9;283,8876;True;2280;49,68738;636,9895;0,1560822;755050,4
9;16256,5498046875;8919,07614746094;9;278,1895;True;2280;42,81879;677,8311;71,8392;1,261954E+07
10;29373,515625;9712,53907470703;9;278,1895;True;2280;45,53235;683,9016;63,65592;1688737
11;30965,701171875;9600,59973144531;10;282,5886;True;2280;43,1676;674,4567;69,66518;361915,5
12;21612,38671875;9352,22613525391;10;282,5886;True;2280;54,17163;721,4208;31,94874;8156344
13;25057,23828125;9247,82956457138;10;282,5886;True;2280;53,67963;724,8081;7,285021;5285635
14;29550,88671875;11967,4046332359;9;285,8076;True;2280;44,19934;593,9379;68,55049;1540928
15;25564,140625;12076,7611083984;10;274,597;True;2280;45,29028;615,0183;70,66833;4863216
16;31107,49609375;11268,31015625;9;278,6991;True;2280;50,63916;648,8127;39,62173;243752,9
17;15878,607421875;8748,42729949951;10;274,597;True;2280;46,30908;661,3389;63,49454;1,293449E+07
18;30629,880859375;10700,616784668;9;278,6991;True;2280;43,53271;585,7465;81,87128;641765,7
19;30036,98828125;10243,533223629;9;278,6991;True;2280;42,29651;627,924;59,49676;1135844
20;14090,9833984375;8613,08881225586;9;275,2051;True;2280;47,38965;648,5626;40,20937;1,442418E+07
21;30068,109375;11022,340126133;9;270,7745;True;2280;49,29773;642,7346;48,54936;1109908
22;23163,357421875;9774,57003860474;9;275,2051;True;2280;43,81152;606,3757;74,02341;6863869
23;30578;11608,6247314453;9;270,7745;True;2280;53,68994;650,2914;-12,62445;684999,9
24;29558,3203125;8635,4189453125;9;274,1234;True;2280;48,51868;645,5065;62,91027;1534732
25;30877,5234375;11236,2513427734;9;270,7745;True;2280;46,26294;606,4004;40,08026;435397,4
26;22687,2578125;10000,1974609375;9;269,7663;True;2280;53,4425;669,0417;16,01644;7260618
27;28835,705078125;10233,3936617374;9;269,7663;True;2280;56,09998;673,4023;24,44245;2136912
28;20046,689453125;10442,8521972656;9;269,7663;True;2280;41,50244;633,2963;93,16217;9461091
29;25025,59765625;10468,0595145226;9;269,7663;True;2280;42,26343;617,277;88,57963;5312001
30;21939,619140625;9996,15080566406;9;269,7663;True;2280;47,60815;596,6315;41,1274;7883651
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;10575,728515625;2538,81300316751;8;283,632;False;2115,146;46,9102;638,1856;-78,65798;358405,2
2;10375,6484375;5324,23262681961;8;283,632;False;2075,13;50,34023;595,4671;-28,14158;27283,82
3;19159,73828125;5725,6781036377;8;290,0412;True;2280;43,01917;680,5651;111,7657;1,020022E+07
4;11273,0458984375;6698,7873626709;8;257,8309;False;2254,609;47,95767;656,9307;-87,22298;37127,43
5;30066,765625;9795,17884368897;8;311,157;True;2280;43,21777;594,2439;71,67158;1111029
6;25502,59375;10745,7628417969;8;257,8309;True;2280;43,93512;648,8824;100,1339;4914506
7;25905,873046875;12539,7617164612;8;252,7799;True;2280;40,26553;649,1528;100,6772;4578440
8;27630,65625;10134,2778301239;8;257,8309;True;2280;45,09497;641,1684;42,84023;3141120
9;22566,849609375;8911,97889251709;9;248,699;True;2280;43,30096;657,4218;84,30357;7360958
10;28206,62890625;11353,272845459;8;242,8717;True;2280;45,06177;670,7777;41,60144;2661143
11;23314,537109375;10366,1814468384;8;242,8717;True;2280;41,03717;623,2746;108,6568;6737886
12;19858,697265625;9024,93925914764;8;251,2548;True;2280;45,94971;629,1766;52,49041;9617752
13;19469,794921875;8934,9709312439;10;246,9815;True;2280;43,69928;655,4944;81,12901;9941837
14;31001,39453125;12619,1382324219;10;246,2215;True;2280;40,63464;631,1375;132,097;332171,9
15;30752,6875;13918,0920654297;10;246,9815;True;2280;45,36682;672,2398;65,07104;539427,4
16;30956,556640625;11752,8475059509;10;240,7915;True;2280;43,78076;644,9965;81,5275;369536,7
17;29922,703125;11586,2867153168;10;247,1749;True;2280;42,61035;603,3043;70,68092;1231080
18;30593,95703125;11174,3417358398;10;246,9815;True;2280;39,90784;648,217;122,7382;671702,9
19;24795,203125;10440,1431427002;10;252,4747;True;2280;44,797;625,1554;39,21296;5503998
20;13515,30078125;8712,74589233398;10;246,9815;True;2280;45,03918;686,6649;71,5709;1,490392E+07
21;19625,775390625;7637,48524932861;10;250,6309;True;2280;44,6958;627,4867;116,2446;9811853
22;20898,154296875;10548,1072402954;10;250,6309;True;2280;45,27173;620,0793;89,70682;8751538
23;23782,7421875;9788,85830078125;10;250,6309;True;2280;41,63342;614,1672;98,94278;6347714
24;13328,1806640625;9166,47576904297;10;205,7205;True;2280;51,32434;690,1987;33,50863;1,505985E+07
25;30286,4921875;11080,0298156738;10;257,9426;True;2280;48,68164;629,3599;70,28451;927923,9
26;24675,986328125;10538,8517024994;10;250,6309;True;2280;42,42834;674,5416;97,21462;5603345
27;29757,77734375;13066,3036376953;10;257,9426;True;2280;42,1969;620,0568;74,51833;1368519
28;12811,337890625;8884,89013671875;9;241,6309;True;2280;51,70728;688,5352;25,9585;1,549055E+07
29;16780,7890625;10095,5283203125;9;246,1288;True;2280;43,73975;709,8114;77,84895;1,218268E+07
30;30806,251953125;13149,8097167969;10;230,5447;True;2280;51,01416;660,918;46,1514;494790,5
#
